address,company_logo,company_name,company_url,email_address,key_clients,lawyers,phone_number,practice_heads,website
Latournerie Wolfrom Avocats    164 RUE DU FAUBOURG    SAINT HONORÉ    75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/20386.jpg?v=1580315492, Latournerie Wolfrom Avocats ,,mh.tonnellier@latournerie-wolfrom.com,Clear Channel;Free;Free Mobile;Région Grand Est;Région Bretagne;Région Normandie;The State of Gabon;Paris la Défense;Groupe SNCF;Région Grand Est;Caisse des dépôts et consignations;EUTELSAT;CNOUS;POST IMMO;ADP;L’OREAL;BOUYGUES ENERGIES SERVICES;POLE LEONARD DE VINCI;UNIVERSITE PARIS SUD;Appscho;Autolib;AXA;Bein Sports;BLACKFIN;Bolloré Group;Bouygues;The State of Burkina Faso;Carambar;Caisse des Dépôts et Consignations (CDC);COLAS;Conforama;CNOP (Conseil national de l’Ordre des Pharmaciens);Daimler Trucks;DRONE RACING LEAGUE;ECONOCOM;EDF;ENEDIS;Energie Demain;Eure Normandie Numérique;Expleo (ex Assystem);European Space Agency;Fiters;Fnac Darty;France TV;Galeries Lafayette Group;FLCP;Groupe Roullier;IDI;Ingenico;Kerudys (ex SVP Group);Kosc Telecom;Les Furets;Maroc Telecom;MOET HENNESSY;Neocase;Nexstage;Nikon;OUI SNCF;Paris la Défense;Pôle Emploi;Primavista;Pumpkin;Radio France;RATP;Relais & Chateaux;SNCF;Sopra Steria;SOUFFLET GROUP;STIF;SQLI;TELT;Thomas Cook;Vivendi Group;Ville de Saint-Etienne;Wolters Kluwer;BNP Paribas Développement;Bpifrance Investissement;Black River Ventures;Eiris Foundation;Galiena Capital;MML Capital;NextStage;Paris Fonds Vert;Ring Capital;SnapCall;ECOLE ALSACIENNE;SOCIETE EDITRICE DU MONDE;COURRIER INTERNATIONAL;L’OBS;REGIE OBS;M PUBLICITE;TELT;TEVA;TELERAMA;HUFF POST;CAPA TV;ALLODIAG;PUMPKIN;AI.VEN;SQLI;NEWEB;NextStage;Gimar & Cie;ADP;Atechsys;Lagardère;Oxygn;Agence France Presse;HeliCoJyp;HMData Lab;Waga Energy;Askia;Proviridis;CME, Caroline Basdevant-Soulié ; Terence Cabot ; Hervé Castelnau ; Chantal Cordier-Vasseur ; Marion Delaigue ; Thibaut Kazémi ; Pierre Lafarge ; Jean Latournerie ; Jean-Luc Marchand ; Sarah-Jane Mirou ;Mrs Marie-Hélène Tonnellier; Christian Wolfrom ; Pauline de Lanzac ; Laurent de la Brosse , 01 56 59 74 74,Térence Cabot;Jean Latournerie;Laurent de la Brosse;Terence Cabot;Marion Delaigue;Marie-Hélène Tonnellier;Térence Cabot;Christian Wolfrom;Caroline Basdevant-Soulié;Pierre Lafarge;Sarah-Jane Mirou;Christian Wolfrom;Hervé Castelnau;Thibaut Kazémi,https://www.latournerie-wolfrom.com
Intuity    44 RUE FORTUNY        75017 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/12991.jpg?v=1580315456, Intuity ,,chenin@intuity-legal.com,AstraZeneca;Boehringer Ingelheim France;Ipsen;Orion Pharma;Groupe Patrick Choay SAS;Santen Switzerland SA;Vifor Pharma,, 33 1 43 18 53 53,Christophe Hénin,http://www.intuity-legal.com
McDermott Will &amp; Emery AARPI    23 RUE DE L'UNIVERSITÉ        75007 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/50652.jpg?v=1580315525, McDermott Will & Emery AARPI ,,mberteau@mwe.com,Poxel;Servier;Innate Pharma;Vivet Therapeutics;Pierre Fabre;DBV Technologies;Biocorp;Transgene;Yukin Therapeutics;Keen Eye;Kurma Partners;Tricares;Advent Biotechnology;PDCLine Pharma;Action Logement Groupe;ADP;Arriva Plc;Climespace;Corsica Ferries;Engie/SHEM;GRDF;Ideal Industries;IPC Petroleum;Geopetrol;BridgeOil;Orange;Five Arrows Direct Lending;Tikehau Capital;Capza;Andera Partners;RBC Royal Bank;Citi Bank;Crédit Immobilier de France;Oscaro;Groupe Rougier;Groupe Grégoire;Bpifrance Financement;Groupe Almage;Ballouhey SAS;Bpifrance Investissement;Prudentia Capital;Amundi Private Equity Funds;Luxin-Rio;Compagnie Marco Polo;Weber Automotive;Soleytanche Freyssinet;Comité National Olympique et Sportif Français;Montefiore Investment;Siparex;COBEPA;Andera;Capzanine;Azulis;Ardian;Péchel Industries;Activa Capital;Quilvest PE;GIMV;Eurazeo PME;Abénex;Argos Wityu;Sagard;Antin Infrastructure;Platina Partners;Chequers;Five Arrows Private Equity;HLD;MBO Partenaires;Sagard;21 INVESTMENTS;Florac;Galiena Capital;G SQUARE;IK Investment Partners;Vaisala;Hana Group;Atlas For Men;Geodesial;Sogetrel;ProNatura;Vacanceselect;Group Label;Ubitransport;Siparex;DBV Technologies;Geodesial;Ubitransport;Vivet Therapeutics;Ardian;Innate Pharma;Oscaro;Campari;GIMV,Mr Grégoire Andrieux ; Laurent Ayache ;Mr Jacques Buhart ;Ms Carole Degonse ;Ms Shirin Deyhim ; Aymeric Discours; Timothée Gagnepain;Mr Lionel Lesur ;Mr Jilali Maazouz ;Mr Pierre-Arnoux Mayoly ; Sabine Naugès;Mr Anthony Paronneau ;Mr Henri Pieyre de Mandiargues ;Ms Emmanuelle Trombe ;Mr Antoine Vergnat ; Alexis Werl, 33 1 81 69 15 00,Emmanuelle Trombe ;Sabine Naugès;Laurent Ayache;Pierre-Arnoux Mayoly;Alexis Werl;Aymeric Discours;Alexis Werl;Timothée Gagnepain;Grégoire Andrieux;Henri Pieyre de Mandiargues;Antoine Vergnat,https://www.mwe.com
Latham &amp; Watkins    45 RUE SAINT DOMINIQUE        75007 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/office_logo/10427.jpg?v=1580317955, Latham & Watkins ,,marina.lott@lw.com,Ardian;Astorg;Bridgepoint;Eurazeo;Intermediate Capital Group;Ipsen;Permira;Vivalto;TA Associate;Unither Pharmaceuticals;Arkea Banque Entreprises et Institutionnels;BNP Paribas;Credit Agricole Corporate and Investment;Deutsche Bank;Natixis;JP Morgan;Goldman Sachs;BAML (France);Deutsche Bank;Natixis;TOTAL;AXA France;Aviva France;Air Liquide;Club Med;Mariner Investments;Cairn Capital;Magnetar Capital;Al Mirqab Holdings;Ado Properties;Orange;Essilor Luxottica;CMA CGM;France Télévisions;Worldline;Orange;Philip Morris;L’Oréal;Auchan Holding;Air France;American Airlines;Edenred;CCR;ONET;Ardian;Astorg;BC Partners;Bridgepoint;CMP Capital Management Partners;Eurazeo;ICG;PAI Partners;TA Associates;Ipsen;Total;Air France-KLM;Atos;Essilor Luxottica;Eurazeo;Galeries Lafayette;Groupe Bertrand;L’Oréal;Siemens;Vallourec;Wendel;Worldline;Auchan Holding;Bridgepoint;Astorg;Imerys;Intermediate Capital Group;Shandong Ruyi Investment Holding;Ardian;HRA;TA Associates;Total;Eutelsat;Ipsen S.A.;Permira;Eurazeo;Pernod Ricard SA;Vivalto;Crédit Agricole Corporate and Investment;Wendel;TechnipFMC;Natixis S.A.;Deutsche Bank;Republic of Colombia;Cofradis S.A;GICOM;Grupo Chaidneme;Laboratoires Servier;Recope;Republic of Ecuador, John Adam ; Semih Bayar Eren ; Alexander Benedetti ; Bénédicte Brémond ; Pierre-Louis Cléro; Denis Criton ; Alexander Crosthwaite ; Lionel Dechmann ; Hervé Diogo Amengual ; Michael Ettannani ; Fabrice Fages ; Xavier Farde ; Thomas Forschbach ; Etienne Gentil ; Gaëtan Gianasso ; Adrien Giraud ; Charles-Antoine Guelluy ; Jacques-Philippe Gunther ; Michel Houdayer ; Carla-Sophie Imperadeiro ; Jean-Luc Juhan ; Patrick Laporte ; Fernando Mantilla-Serrano ; Thomas Margenet-Baudry ; Olivia Rauch-Ravise ; Xavier Renard ; Matthias Rubner ; Myria Saarinen ; Mathilde Saltiel ; Suzana Sava-Montanari ; Thomas Vogel ; Olivier du Mottay , 01 40 62 20 00,Michel Houdayer;Thomas Vogel;Jacques-Philippe Gunther;Frédéric Pradelles;Adrien Giraud;Alexander Benedetti;Denis Criton;Alexander Crosthwaite;Thomas Forschbach;Gaëtan Gianasso;Charles-Antoine Guelluy;Olivier du Mottay;Thomas Margenet-Baudry;Thomas Margenet-Baudry;Myria Saarinen;Jean-Luc Juhan;Pierre-Louis Cléro;Xavier Renard;Olivia Rauch-Ravisé;Fernando Mantilla-Serrano;Matthias Rubner;Fabrice Fages;Myria Saarinen,https://www.lw.com
Hughes Hubbard &amp; Reed LLP    8 RUE DE PRESBOURG        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/50478.jpg?v=1580315525, Hughes Hubbard & Reed LLP ,,stefanie.gutierrez@hugheshubbard.com,Airbus;Ecobank;Warner Bros.;Disney / Lucasfilm;Paramount;Saban Brands;Richard Mille;Coorstek Medical;Lonza;Fresenius Medical;Kering;Samsung;WIPO,, 33 1 44 05 80 00,Bryan Sillaman;Michael Huneke;Nicolas Tollet;Olivier Dorgans;Félix de Belloy;Stefan Naumann,http://www.hugheshubbard.com
HPML    45 RUE DE COURCELLES        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/12720.jpg?v=1591807892, HPML ,,vvalev@hpml-avocats.com,,, 33 1 40 98 20 45,Thomas Hermetet;Nada Sbaï;Aurélie Bonsch;Thomas Hermetet;Nada Sbaï;Aurélie Bonsch;Philippe Rolland;Nicolas Privat,http://www.hpml-avocats.com
Herald Avocats    91 RUE DU FAUBOURG SAINT HONORÉ        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/11876.jpg?v=1580315453, Herald Avocats ,,contact@herald-avocats.com,France Télévisions;Cabinet Letourneur conseil;BURGEAP;OXAND;Seen environnement;Figeres services;Moncassin;LAMO;Lenoir elec;Setec environnement;ADIM Ile de France;OVH;Business insider;Casa Pashma;Emoi;Eurowings;ICO;KCC;Mister Chrono;Promensil;OVH;Business insider;Casa Pashma;Emoi;Eurowings;ICO;KCC;Mister Chrono;Promensil,, +33 (0)1 53 43 15 15,"Jean Castelain;Jean Castelain;William Azan;Christophe Bourdel;Richard Milchior;Anne Cousin;Stéphane Micheli;Jean Castelain;Richard Milchior, Anne Cousin",https://www.herald-avocats.com
Grall &amp; Associés    63 AVENUE DE VILLIERS        75017 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/13801.jpg?v=1580315460, Grall & Associés ,,contact@grall-legal.fr,, Jean-Christophe Grall , 33 1 53 57 31 70,Charles-Henri Calla;Jean-Christophe Grall;Thomas Lamy,https://www.grall-legal.fr
Gowling WLG    38 AVENUE DE L'OPÉRA        75002 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/3617.jpg?v=1580315514, Gowling WLG ,,paris@gowlingwlg.com,STIL;C.W.F Children Worldwide Fashion (C.W.F);Engie;Amec;Hutchinson;UTC;HTC;Faurecia;SKF France;MAN Truck & Bus;Meggitt;Presstalis;Delachaux,, 33 1 42 99 35 00,Céline Bey;Philippe Rousseau;Philippe Rousseau;Frédéric Dereux,https://www.gowlingwlg.com
"Goodwin    12, RUE D'ASTORG        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/50382.jpg?v=1580315524, Goodwin ,,mbloch@goodwinlaw.com,BNP PARIBAS;Crédit Agricole CIB;Capzanine / Atalante;Natixis;Alcentra;NJJ Holding;Partners Group;IK Investment Partners;Les Nouveaux Constructeurs;BlueBay Asset Management;LGT Capital Partners;Ares;Holdco;Equistone Partners Europe;Sicame;Astorg Partners;Rallye SA;Rossignol;AMS Industries;FPEE;Cerba Healthcare;Maisons du Monde;La Martiniquaise- Bardinet;Rallye;Exclusive Networks;Explinvest;Cisco Systems;Meininger Hotel Europe;MACSF;Cerba Healthcare;FPEE;Parquest Capital;B&Capital;Céréa Partenaires;Baumont Real Estate Capital;LFPI Gestion;Astorg Partners;Equistone Partners Europe;Rallye SA,, 33 1 85 65 71 67,Arnaud David;Arnaud Fromion;Frédéric Guilloux;Maxence Bloch;Maxence Bloch;Céline Domenget-Morin;Maxence Bloch;Sarah Fleury;Marie-Laure Bruneel;Charles-Henri de Gouvion Saint-Cyr,https://www.goodwinlaw.com
Ginestié Magellan Paley-Vincent    10 PLACE DES ETATS UNIS        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/office_logo/10262.jpg?v=1587378170, Ginestié Magellan Paley-Vincent ,,paris@ginestie.com,Hermès Paris;Teleperformance group;Galeries Lafayette;Etam Developpement;Apax Partners SA, Yves Ardaillou ; Brigitte Berdugo ; Emmanuelle Bismuth ; Pierre De Montalembert ; Julien Desclozeaux ; François Devejdian ; Carine Duchemin ; Madeleine Fabre ;Ms Philippe Ginestié; Jean-Baptiste Guillot ; Agathe Lévy-Sébaux ; François Lefort ; Nicolas Lepetit ; Pierre Mudet ; Catherine Paley-Vincent; Emmanuel Schulte ; Marine Vanhoucke , 33 1 57 57 50 00,Catherine Paley-Vincent ;Philippe Ginestié;Catherine Paley-Vincent;Yves Ardaillou;Emmanuel Schulte;Pierre de Montalembert;Emmanuel Schulte;Philippe Ginestié;Brigitte Berdugo;Madeleine Fabre,http://www.ginestie.com
H2O Avocats    222 BOULEVARD SAINT-GERMAIN        75007 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/18177.jpg?v=, H2O Avocats ,,contact@h2o-avocats.com,,, 33 1 85 73 41 41,Nicolas Herzog,http://www.h2o-avocats.com
Galembert Avocats    49 AVENUE HOCHE    75008 PARIS                    France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/233481.jpg?v=, Galembert Avocats ,,contact@galembert-avocats.com,Siaci Saint-Honoré (ex- key management team);Picard (Key managers);Edenred;Remy Cointreau;Tunstall Group Acquisitions;Azimut (founding partners and ex- CEO);Andreas Schroeder (ex- CEO of Vertbaudet GmbH);Galax;SPIE;Centre Privé de Radiothérapie de Metz;European Chemicals Agency;Intégrale Prépa;Futurmaster;Monnoyeur;Big Boss;WFS;XK Corporate Finance;Famille Faiveley Participations, Pierre-Alain Marquet ; Florence Portal ; Victoire Segard ; Noémie de Galembert, +33 1 40 54 31 20,Noémie de Galembert,https://www.galembert-avocats.com/en/home/
"FTPA    1 BIS, AVENUE FOCH        75116 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/10064.jpg?v=1580315445, FTPA ,,info@ftpa.fr,NORTEL NETWORKS SA;MARANATHA;BRITISH AMERICAN TOBACCO;GROUPE MONPLAISIR;SARIA INDUSTRIES;SEGULA TECHNOLOGIES;TEMSA;VSD;CITYA IMMOBILIER;EULER HERMES;Arcure;Eulerian Technologies;PeopleDoc;Weave;Tikehau Capital;Scaled Risk;Sources;Nova Consulting;Dilitrust;Olinc;Easymovie;Johnson & Johnson;Mood Media;SNCF;Manoir Industries;Pregis;Glanbia;Sumiriko;Getinge;Moma Group;Visufarma;Amomed;Munters;Orano (formerly Areva);Atos;Orange Group;Rethmann;CSP Technologies;Veolia Group;Tikehau Capital;ContentSquare;Citya Immobilier;Arcure;Peopledoc;Oceane Consulting,, 33 1 45 00 86 20,Robert Corcos;Raphaël Crespelle ;Philippe Pochet;Antoine Gautier-Sauvagnac;Boriana Guimberteau;Antoine Gautier-Sauvagnac;Boriana Guimberteau;Raphaël Crespelle;Serge-Antoine Tchekhoff;Bruno Robin;Edouard Fabre;Nathalie Younan;Coralie Oger;Sylvain Clérambour;Alexandre Ebtedaei;Nathalie Younan;Serge-Antoine Tchekhoff;Rajeev Sharma Fokeer;Nicolas Message;Pierre-Antoine Bachellerie,http://www.ftpa.com
"Fréget &amp; Associés    171, BOULEVARD HAUSSMANN        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17034.jpg?v=1593444102, Fréget & Associés ,,katia.victorine@ftdp-avocats.fr,TOTAL DIRECT ENERGIE;ILIAD;NOVARTIS;GOOGLE;BAYER;TDF;GENERAL ELECTRIC;AUDIENS;JOHNSON & JOHNSON;GROUPE CANAL PLUS;MOLOTOV;Centre Français des Constructeurs Automobiles;LEEM Pharma association;OCTOPLUS;NATURE & PEOPLE FIRST;JOUL, Olivier Fréget, 33 1 85 08 04 01,Olivier Fréget ,https://freget-associes.fr/FR/
Gide Loyrette Nouel A.A.R.P.I.    15 rue de Laborde        Paris            75008    France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/10224.jpg?v=1580315446, Gide Loyrette Nouel A.A.R.P.I. ,,info@gide.com,"Kepler Cheuvreux;Eurazeo;Icamap;Younited Credit;BNP Paribas;Crédit Agricole Corporate & Investment Bank;Bank of Ireland;Société Générale;Natixis;CIC;HSBC France;ING;Morgan Stanley;KKR;Europcar Group;Crédit Logement;CACIB;Société Générale;BNP Paribas;Veolia Environnement;CNP Assurances;Gecina;Citigroup Global Markets;Natixis;Banque Palatine;Crédit Mutuel Arkéa;Société Générale;Idinvest Partners SE;BNP Paribas;Crédit Agricole CIB;Natixis;UniCredit Bank AG;SCOR Investment Partners SE;Europcar Group;Bank of America Merrill Lynch;Deutsche Bank;LVMH;CDC Habitat;DFDS Seaways;Stora Enso;AccorInvest;Akers;Vueling;Storengy;Alten;DPD France;FFT;Paris Inn Group;Air Austral;Council of Europe Development Bank;Mondadori;FNAC Darty;Thales;Vinci Autoroute;Total;PSG;Agence Nationale de Gestion des Déchets Radioactifs (ANDRA);Electricité De France (EDF);BMW;Eqiom;UMICORE;ExxonMobil;EDF;Meridiam;IFC – International Finance Corporation;Eiffage Infrastructures;Poleol & Imwind;Exeltium;Teréga SNAM;Total Direct Energie;SNEDAI Group;Petroci Holdings;Contino SA;Debiopharm Holding  SA;Cryo Pur;Organisation de la Communauté Economique des Etats des Pays des Grands Lacs (CEPGL) pour l’Energie des Pays des Grands Lacs (EGL);LVMH;Clarins;Parfums Christian Dior;CELINE;L’Oréal;Parfums Guerlain;L’Oréal;FEBEA;Maus Frères;SOGEM MALI;WARCIP Togo;Marpij Consulting – ECOWAS;ARTEC MADAGASCAR;Teyliom;Cabo Verde Telecom;Ageas;AIG;Allianz;AXA;BNP Paribas Cardif;CCR;DCNS;Aon;EDF;Eli Globa;Eurazeo;Europcar;Europ Assistance;La Banque postale;Le Conservateur;Legal & General;MACSF;MAF;Natixis;Odysseyre;Orange;Paris Saint-Germain Football Club;Peugeot;PSA;QBE;Renault;RTE;SCOR;Société Générale;Fondazione Prada;Renault;Shanghai Icicle Fashion Co Ltd;Guerbet;Bristol-Myers Squibb (BMS) and ONO Pharmaceuticals;Maury Imprimeur;Sanofi-Aventis Deutschland GmbH;Koninklijke Douwe Egberts BV (“KDE”), part of Jacobs Douwe Egberts group (“JDE”);Apple;Janssen (J&J) and G.D. Searle (Pfizer);Sanofi;Verasonics;Accel Partners;Bpifrance;Dataïku;Doctolib;Eurazeo Growth;General Catalyst;Innovafeed;Launchmetrics;Meero;Partech Partners;Naval Group;EDF;Organisation de la Communauté Economique des Etats des Pays des Grands Lacs (CEPGL) pour l’Energie des Pays des Grands Lacs (EGL);Mediterranean Shipping Company (MSC);Meridiam and FGIS;Consortium composed of Eiffage, Mirova, Engie and Recrea;The Government of the Hashemite Kingdom of Jordan;International Finance Corporation (IFC) and the government of Barbados;International Finance Corporation (IFC) and the Government of Senegal;European Investment Bank (EIB), International Finance Corporation (IFC) and the Government of Botswana;International Finance Corporation (IFC) and the Government of Malawi;French Ministry of Transport;ARELIA and sponsors: Bouygues, DIF and Abeedeen;SNEDAI group;Petroci Holdings;Société Ivoirienne de Raffinage;Ministry of Tourism and Leisure of Ivory Coast;BNP Paribas;Swiss Life Management Partners;ICAMAP/ICAWOOD;EURAZEO Patrimoine;Emerige;Groupe Casino;Groupe Monoprix;McArthuglen European Development Limited;Nuveen;Oxford Properties;Westbrook Partners;APICIL;JP Morgan Asset Management;GLL Real Estate Partners;Les Nouveaux Constructeurs & Aermont Capital;AccorInvest;Brookfield;Infrared Capital Partners;Crédit Agricole Corporate & Investment Bank,;BNP Paribas,;Société Générale;Amundi;Mirae;CACIB;ING;HELABA;Natixis;Eiffage;Enedis;French State;TELT (SAS Tunnel Euralpin Lyon Turin);Lonza;SMTPC (Company Marseillaise du Tunnel Prado Fairing);US Embassy in France;SNCF Réseau,;Kaufman & Broad;Altarea-Cogedim;Indigo Elogie;Société NUMA – Partouche Group;Ardian;Société Générale;Inventiva;Erytech Pharma;GenSight Biologics;Morgan Stanley;République Française – Agence des Participations de l’Etat;EOS Imaging;Veolia;Citigroup Global Markets Ltd;Stiffel;Jefferies;Goldman Sachs;Credit Agricole CIB;HSBC;Natixis;BNPParibas;Oddo;EFG Hermes;France Télévisions;Iveco;Conseil National de l’Ordre des Architectes;STILH;Maus Frères SA;L’Oréal;Fnac-Darty;Cosmetics Europe;FEBEA;AVRIL;Transat;Webedia;Paris Olympics 2024;Huawei;Arnoldo Mondadori Editore;Guerbet;Coloplast;Bristol Myers Squibb (BMS);ONO Pharmaceuticals (Ono);Sanofi-Aventis Deutschland GmbH.;J&J;Pfizer;Naval Group;France Télévisions;Ubisoft;Ile de France Region;Radio France;La Comédie Française;France Télévisions;ARTE;French Ministry of Culture and Communication;WEBEDIA;Spideo;Arkéa;Axa;BNP Paribas;Essilor Luxottica;Eurazeo;Fnac Darty;Groupama;Maus Frères;Mirova;Pernod Ricard;Algonquin;Eiffel Investment Group;Eurazeo;Five Arrows Managers;Gaia Capital Partners;Omnes Capital;Primonial REIM;Schneider Electric;Swiss Life Asset Management;Tikehau Investment Managers;Swiss Life Asset Managers;Eurazeo;Fnac Darty;Casino Group;BPCE;BNP Paribas;Amundi;Horizon;Grupo Planeta;Drivy;Arkéa;Fives Arrows;Evolem;Katjes International;ICAMAP;Aermont Capital;International Chamber of Commerce;Crédit Foncier de France;Fincantieri Cantieri Navali Italiani;Finmeccanica;Saipem;Mr. Victor Pey-Casado;President Allende Foundation;Petroci;SNCF;Top manager of Business France;Mr. Alexander Studhalter;AhTop",Mr Franck Audran ;Mr Renaud Baguenault de Puchesse ;Ms Ann Baker ;Mr Kamel Ben Salah ;Mr Olivier Bernardi ;Ms Capucine Bernier ;Mr Aurélien Boulanger ;Ms Marie Bouvet-Guiramand ;Ms Magali Buchert ;Mr Christian Camboulive ;Mr Eric Cartier-Millon ;Mr Antoine Choffel ; Jean-Nicolas Clément;Mr Thomas Courtel ;Mr Olivier Cousi ;Mr John D Crothers ;Mr Olivier Dauchez ; Raphaëlle Dequiré-Portier;Mr Olivier Diaz ;Mr Dimitri Dimitrov ;Mr Thierry Dor ;Mr Stanislas Dwernicki ;Mr Christophe Eck ;Mr Jean-Gabriel Flandrois ;Mr Alexandre Gauthier ;Mr Richard Ghueldre ;Mr Guillaume Goffin ; Michel Guénaire;Mr Nicolas Jean ;Mr David Jonin ;Mr Bertrand Jouanneau ;Mr Pierre Karpik ;Ms Caroline Lan ;Mr Emmanuel Larere ;Mr Antoine Lelong ;Ms Laetitia Lemercier ;Mr Jean-François Levraud ;Mr Jean-François Louit ;Ms Carole Malinvaud ;Mr Didier Martin ; Eric Martin-Impératori; Bénédicte Mazel;Mr Arnaud Michel;Mr Laurent Modave ;Mr Hugues Moreau ;Ms Alexandra Munoz ;Mr Guillaume Navarro ; Nadège Nguyen; Frédéric Nouel;Mr Christian Nouel ;Mr Bertrand Oldra ;Mr Alexis Pailleret ;Mr Michel Pitron ;Mr Nicolas Planchot ;Mr Jean-Philippe Pons-Henry ; Stéphane Puel;Mr Bruno Quentin ;Mr Emmanuel Reille ;Mr Guillaume Rougier-Brierre ;Mr Hugues Scalbert ;Ms Sophie Scemla ;Mr David-James Sebag ;Mr Christopher Szostak ;Mr Antoine Tézenas du Montcel ; Rémi Tabbagh;Ms Anne Tolila ;Ms Axelle Toulemonde ; Grégoire Triet;Mr Thomas Urlacher ; Stéphane Vernay;Mr Emmanuel Vital-Durand ;Mr Xavier de Kergommeaux ;Mr Jean-Hyacinthe de Mitry ;Mr Charles de Reals ;Mr Foulques de Rostolan ;Mr Jean-Guillaume de Tocqueville ;Mr Antoine de la Gatinais , 33 1 40 75 60 00,Jean-Guillaume de Tocqueville;Stéphane Puel;Kamel Ben-Salah;Eric Cartier-Millon;Rémi Tabbagh;Laetitia Lemercier;Thomas Binet;Hubert Merveilleux du Vignaux;Arnaud Duhamel;Melinda Stege-Arsouze;Arnaud Duhamel;Xavier Chassin de Kergommeaux;Aurélien Boulanger;David Jonin;Baudouin de Moucheron;Guillaume Navarro;Foulques de Rostolan;François Vergne;Jean-Nicolas Clément;Michel Guénaire;Stéphane Vernay;John Crothers;Marie Bouvet-Guiramand;Nicolas Jean;Alexis Pailleret;Antoine Choffel;Olivier Diaz;David Jonin;Emmanuel Larere;Franck Audran;Olivier Cousi;Richard Ghueldre;Capucine Bernier;Raphaëlle Dequiré-Portier;Emmanuel Larere;Arnaud Michel;Jean-Hyacinthe de Mitry;Grégoire Triet;Olivier Cousi;Julien Guinot-Deléry;Raphaëlle Dequiré-Portier;Emmanuel Larere;Arnaud Michel;Jean-Hyacinthe de Mitry;Grégoire Triet;Raphaëlle Dequiré-Portier;Emmanuel Larere;Arnaud Michel;Jean-Hyacinthe de Mitry;Grégoire Triet;Pierre Karpik;David-James Sebag;Stéphane Vernay;Marie Bouvet-Guiramand;Frédéric Nouel;Michel Guénaire;Thomas Courtel;Bénédicte Mazel;Emmanuel Vital-Durand;Alexandre Gauthier;Arnaud Duhamel;Melinda Stege-Arsouze;Bruno Quentin;Jean-Philippe Pons-Henry;Sophie Scemla ;Thierry Dor;Jean-Guillaume de Tocqueville;Bruno Quentin;Stéphane Puel;Jean-Philippe Pons-Henry;Antoine Choffel;Emmanuel Reille;Dimitri Dimitrov;Franck Audran;Raphaëlle Dequiré-Portier;Dimitri Dimitrov;Arnaud Duhamel;Anne Tolila;Thierry Dor;Olivier Cousi;Julien Guinot-Deléry;Olivier Diaz;Ann Baker;Stéphane Puel;Laurent Modave;Magali Buchert;Olivier Dauchez;Bertrand Jouanneau;Bruno Quentin;Jean-Philippe Pons-Henry;Sophie Scemla;Christian Camboulive;Carole Malinvaud;Alexandra Munoz;Rupert Reece;Bruno Quentin;Jean-Philippe Pons-Henry;Sophie Scemla,https://www.gide.com
Flichy Grangé Avocats    66 AVENUE D'IÉNA        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/22050.jpg?v=1580315493, Flichy Grangé Avocats ,,contact@flichy.com,Société Générale;Goodyear,, 33 1 56 62 30 00,Joël Grangé;Philippe Montanier;Arnaud Chaulet;Marine Conche;Florence Aubonnet;Juliana Kovac;Olivier Kress;Stéphanie Guédès da Costa;Stéphanie Dumas;Jeannie Crédoz-Rosier;Charlotte Michaud;Aurélie Cormier Le Goff;Florence Bacquet,https://www.flichygrange.com
Foley Hoag    153 RUE DU FAUBOURG SAINT-HONORÉ        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/50332.jpg?v=1580315524, Foley Hoag ,,contact@foleyhoag.com,ENGIE;Mines de potasse d’Alsace (MDPA);Northrop Grumann;RTE;ENEDIS;STAUB;ELECTROLUX;SEQENS;ELIS;BASF;Slovakia;Croatia;Czech Republic;Uzbekistan;Ukraine;Russian Federation;Belgium;Madagascar;Ecuador;India;Mauritius;Ghana;Bulgaria;Somalia;Venezuela;European Commission / Cyprus, Carine Le Roy-Gleizes, 33 1 70 36 61 30,Carine Le Roy-Gleizes;Frédéric Scanvic;Corentin Chevallier ;Catherine Muyl;Andrea Pinna,https://www.foleyhoag.com
